Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
1140,0.57,Ideal,G,VS2,61.6,57.0,5.36,5.32,3.29,1728
15890,1.01,Very Good,G,VVS2,59.7,59.0,6.5,6.56,3.9,7226
15006,0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,3326
18230,1.12,Premium,I,VS1,62.2,59.0,6.66,6.59,4.12,5058
14095,0.78,Ideal,E,SI1,62.7,56.0,5.88,5.83,3.67,2664
15690,1.02,Very Good,H,SI1,58.4,62.0,6.55,6.61,3.84,4518
20979,0.91,Very Good,F,SI1,63.5,58.0,6.15,6.1,3.89,3195
5366,1.51,Premium,F,VS2,62.2,60.0,7.25,7.34,4.54,13474
26562,1.06,Premium,J,SI2,62.0,58.0,6.53,6.45,4.04,3823
14355,0.41,Very Good,G,VS2,61.0,56.0,4.81,4.83,2.94,827
19570,1.04,Premium,G,SI2,60.9,58.0,6.58,6.52,3.99,4277
17626,0.53,Very Good,G,VS1,60.9,56.0,5.24,5.27,3.2,1636
4834,0.36,Very Good,F,SI1,60.3,58.0,4.6,4.65,2.79,600
21798,0.71,Premium,E,VS2,62.4,60.0,5.66,5.68,3.54,2590
10490,1.27,Very Good,H,SI2,63.1,57.0,6.88,6.84,4.33,4978
19560,1.18,Ideal,I,SI1,61.3,55.6,6.79,6.84,4.18,5412
7404,0.3,Very Good,D,VS1,61.2,55.0,4.32,4.34,2.65,610
16991,0.31,Premium,F,VS2,59.0,59.0,4.47,4.44,2.63,802
25570,1.53,Ideal,H,SI1,59.8,59.0,7.48,7.54,4.49,10063
5910,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,982
24075,1.25,Ideal,J,VVS2,61.1,57.0,6.91,6.94,4.23,5975
1495,0.98,Premium,F,SI2,62.3,56.0,6.44,6.35,3.98,3485
17141,0.71,Very Good,F,VS2,59.6,56.0,5.84,5.88,3.49,2994
17196,2.06,Very Good,J,VS2,62.6,58.0,8.05,8.08,5.05,14119
672,1.0,Very Good,F,VS2,62.9,55.0,6.34,6.38,4.0,6352
19824,2.16,Ideal,H,SI1,61.9,57.0,8.3,8.38,5.16,17820
13189,1.01,Good,G,SI1,63.6,58.0,6.29,6.35,4.02,4195
13808,0.7,Ideal,E,SI2,62.0,58.0,5.66,5.7,3.52,2332
14022,1.01,Fair,E,SI1,64.7,59.0,6.23,6.11,3.99,4181
13795,0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,593
6679,0.57,Ideal,F,VS2,61.3,57.0,5.35,5.39,3.29,1612
3310,0.46,Good,F,VS1,61.6,62.2,4.84,5.0,3.04,1168
23311,0.37,Ideal,F,VVS2,61.1,56.0,4.62,4.65,2.83,987
16747,0.3,Ideal,G,VS1,60.9,57.0,4.34,4.36,2.65,624
25776,0.54,Ideal,H,VVS1,61.2,57.0,5.25,5.21,3.2,1814
8633,0.5,Very Good,F,VS1,62.0,58.0,5.08,5.11,3.16,1692
21884,1.33,Ideal,I,VS2,62.5,54.0,7.02,7.05,4.4,7186
4649,0.7,Ideal,I,SI1,61.3,57.0,5.72,5.75,3.52,1790
3219,1.01,Premium,E,IF,62.6,58.0,6.44,6.37,4.01,11491
12703,0.71,Premium,H,SI2,61.5,60.0,5.72,5.7,3.51,1826
17654,1.59,Ideal,J,SI1,62.4,55.0,7.45,7.48,4.66,8176
24619,1.17,Ideal,H,SI1,61.1,57.0,6.77,6.83,4.16,6368
13285,1.2,Ideal,H,SI2,62.7,55.0,6.74,6.69,4.21,5578
3830,1.01,Ideal,G,VS2,61.8,56.0,6.45,6.42,3.98,6108
25386,0.27,Very Good,F,VVS2,61.3,57.0,4.14,4.18,2.54,682
15124,1.54,Ideal,G,VVS2,62.5,57.0,7.36,7.3,4.58,15197
17829,1.17,Premium,I,SI1,62.6,58.0,6.71,6.64,4.18,4914
19415,1.08,Premium,D,VS1,61.0,59.0,6.66,6.61,4.05,8999
16178,0.57,Ideal,E,VS1,61.6,55.0,5.32,5.36,3.29,1884
22408,0.5,Very Good,E,VVS2,59.3,56.0,5.25,5.3,3.13,2168
18609,0.76,Ideal,E,VS2,61.5,56.0,5.89,5.92,3.63,3249
6857,0.56,Ideal,H,VVS2,62.1,57.0,5.26,5.3,3.27,1745
4468,0.3,Very Good,E,VS1,63.0,57.0,4.25,4.29,2.69,568
1372,1.01,Very Good,E,SI1,64.1,56.0,6.29,6.35,4.05,5479
12108,0.3,Premium,F,SI1,61.7,59.0,4.33,4.29,2.66,641
12419,0.27,Very Good,E,VVS2,62.0,60.0,4.15,4.17,2.58,552
25804,0.58,Very Good,E,IF,60.6,59.0,5.37,5.43,3.27,2852
21359,1.0,Fair,F,SI1,67.1,57.0,6.06,6.1,4.08,4328
5929,1.07,Good,J,VS2,61.7,57.7,6.55,6.58,4.05,4602
4208,0.27,Very Good,D,VS2,62.0,57.0,4.11,4.15,2.56,470
26925,2.03,Good,H,SI2,59.6,61.0,8.16,8.21,4.88,14720
3964,0.7,Very Good,G,VS1,61.4,55.0,5.7,5.74,3.51,2748
13286,2.01,Premium,I,SI1,62.4,61.0,8.01,7.99,4.99,15707
24953,2.55,Premium,I,VS1,61.8,62.0,8.7,8.65,5.36,18766
3248,0.45,Very Good,D,VS2,62.9,58.4,4.83,4.86,3.04,1311
3721,0.59,Premium,G,VS2,61.1,57.0,5.43,5.4,3.31,1789
16872,0.35,Premium,H,VS1,61.7,59.0,4.53,4.51,2.79,788
10372,0.37,Premium,E,VS2,59.1,60.0,4.66,4.68,2.76,811
21845,0.54,Ideal,G,VS1,62.3,55.0,5.2,5.24,3.25,1754
21024,0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,1815
22830,0.51,Very Good,F,SI2,62.3,55.0,5.13,5.15,3.2,1243
19396,1.25,Very Good,I,SI2,61.0,60.0,6.93,6.98,4.24,4950
190,0.9,Ideal,E,SI1,61.7,57.0,6.21,6.24,3.84,4940
6897,0.31,Ideal,I,VS1,61.9,55.0,4.35,4.38,2.7,503
601,0.59,Very Good,G,SI1,63.0,57.0,5.35,5.38,3.38,1412
17255,1.19,Ideal,H,I1,61.5,57.0,6.79,6.83,4.19,3665
4646,1.01,Ideal,F,SI1,60.0,56.0,6.55,6.49,3.91,5274
3826,0.34,Very Good,G,SI1,61.5,56.0,4.45,4.52,2.76,507
23203,1.17,Ideal,G,VS2,62.2,57.0,6.75,6.72,4.19,6321
18429,0.32,Ideal,G,SI1,61.4,56.0,4.44,4.42,2.72,653
15640,0.54,Ideal,G,SI1,61.9,55.0,5.24,5.26,3.25,1736
19150,0.7,Premium,F,VVS2,58.7,60.0,5.8,5.75,3.39,3062
2581,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,1168
17947,2.25,Premium,H,SI1,,61.0,8.47,8.41,5.19,17233
8508,2.01,Good,I,VS2,64.3,60.0,7.91,7.86,5.07,11954
10437,0.34,Ideal,D,VS1,60.3,57.0,4.52,4.55,2.73,914
7939,1.06,Very Good,G,VS1,63.1,57.0,6.42,6.49,4.07,6663
21866,0.75,Fair,F,SI1,64.6,57.0,5.7,5.67,3.67,2700
26566,0.4,Very Good,H,IF,64.0,56.0,4.66,4.69,2.99,1044
15134,0.41,Ideal,E,VS1,61.9,55.0,4.76,4.8,2.96,1079
4050,0.31,Ideal,H,VVS2,61.5,56.0,4.37,4.35,2.68,802
15628,0.42,Premium,F,SI1,61.5,58.0,4.8,4.83,2.96,773
3086,0.53,Ideal,F,SI1,62.6,55.0,5.17,5.22,3.25,1359
22304,0.73,Ideal,G,SI1,60.6,57.0,5.84,5.87,3.55,3089
8927,1.01,Ideal,J,SI1,60.2,59.0,6.48,6.51,3.91,4194
22146,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5595
15560,1.91,Ideal,G,SI2,62.2,55.0,7.9,7.94,4.93,12700
14058,2.01,Ideal,I,SI1,62.3,57.0,8.04,8.08,5.02,15680
8824,0.96,Premium,E,SI2,60.4,56.0,6.32,6.23,3.79,2961
4325,0.23,Very Good,F,VVS2,61.3,60.0,3.98,4.01,2.45,465
21526,1.12,Very Good,H,SI2,62.4,55.0,6.63,6.68,4.15,4538
20729,0.4,Ideal,E,VVS2,62.4,59.0,4.7,4.73,2.94,1166
14695,0.35,Ideal,D,SI1,60.8,55.0,4.59,4.56,2.78,827
1231,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,680
25876,1.73,Premium,F,SI2,61.5,60.0,7.75,7.66,4.74,9494
10854,0.4,Ideal,E,VS1,61.2,57.0,4.74,4.77,2.91,1053
12200,0.41,Premium,F,VVS1,58.9,58.0,4.87,4.84,2.86,1356
23258,2.04,Fair,I,SI2,66.6,56.0,7.8,7.77,5.19,9802
26690,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,7018
19689,0.38,Very Good,I,VVS1,62.6,59.0,4.6,4.64,2.89,630
21070,0.25,Ideal,F,VS1,61.8,56.0,4.07,4.09,2.52,595
7085,1.57,Ideal,J,SI1,62.0,55.6,7.43,7.47,4.62,8035
4610,0.95,Fair,J,SI1,58.0,66.0,6.5,6.46,3.76,3154
6661,0.73,Ideal,F,VS2,62.7,58.0,5.72,5.77,3.6,2939
1331,2.2,Premium,J,SI2,60.9,60.0,8.42,8.34,5.1,13065
18976,0.35,Premium,D,SI1,61.5,58.0,4.53,4.55,2.79,601
13962,2.09,Very Good,F,SI2,62.5,60.0,8.14,8.06,5.06,16210
25540,0.34,Ideal,G,VVS1,61.8,56.0,4.48,4.51,2.78,913
6551,2.19,Very Good,I,SI2,60.3,60.0,8.29,8.33,5.01,15907
20195,0.74,Very Good,E,VS2,61.4,63.0,5.79,5.77,3.55,2638
9400,0.32,Ideal,H,VVS1,61.6,55.0,4.4,4.43,2.72,730
4295,0.7,Premium,F,SI1,,59.0,5.73,5.69,3.55,2423
24210,0.36,Ideal,F,VVS2,61.5,55.0,4.59,4.62,2.83,828
24161,0.71,Premium,G,VS1,62.4,61.0,5.7,5.65,3.54,2803
9344,0.91,Premium,E,SI1,62.1,58.0,6.15,6.18,3.83,4332
10938,1.56,Good,I,VS2,57.2,62.0,7.72,7.66,4.4,9784
23210,0.51,Ideal,F,VS1,61.7,55.0,5.13,5.17,3.18,1728
7444,0.6,Ideal,E,SI1,61.3,56.0,5.49,5.44,3.35,1890
15202,0.41,Very Good,G,VS2,60.5,56.0,4.81,4.85,2.92,834
21901,1.52,Ideal,I,SI1,61.2,55.4,7.38,7.45,4.54,9067
9167,1.02,Ideal,E,VS1,60.1,57.0,6.52,6.59,3.94,8096
24297,0.6,Premium,D,VS2,59.6,59.0,5.53,5.47,3.28,2214
7051,0.72,Very Good,F,VS1,63.3,57.0,5.68,5.75,3.62,3219
8114,0.71,Very Good,H,SI1,,56.0,5.69,5.72,3.49,2076
1699,0.71,Good,G,SI1,62.3,56.0,5.68,5.72,3.55,2251
15424,1.04,Ideal,E,SI2,61.6,55.0,6.51,6.54,4.02,5163
26586,0.73,Ideal,E,VS1,62.3,56.0,5.8,5.75,3.6,3311
6870,1.14,Good,E,SI1,60.9,64.0,6.78,6.68,4.09,5899
22900,0.71,Ideal,H,VS1,61.6,57.0,5.74,5.79,3.55,2175
18084,0.71,Premium,H,SI1,61.0,58.0,5.73,5.77,3.51,2006
11198,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2242
5975,0.92,Very Good,J,VS2,60.9,62.0,6.26,6.31,3.83,3146
24370,0.9,Good,G,VVS2,62.6,58.0,6.1,6.13,3.83,4668
9061,0.71,Very Good,I,SI1,58.9,59.0,5.78,5.84,3.42,2141
17297,0.32,Ideal,F,VS2,61.7,55.0,4.41,4.4,2.72,828
8540,1.27,Very Good,J,VS1,63.4,60.0,6.85,6.8,4.33,5690
16646,1.06,Ideal,F,SI1,62.2,57.0,6.52,6.5,4.05,5613
23169,1.18,Ideal,I,VS1,62.2,57.0,6.76,6.72,4.19,5551
22285,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,8758
25327,2.04,Premium,G,I1,62.4,58.0,8.08,8.17,5.07,9727
14433,0.41,Very Good,H,VVS2,63.1,58.0,4.71,4.74,2.98,847
1666,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,6335
12813,0.57,Premium,G,VS1,60.2,57.0,5.42,5.37,3.25,1819
7873,0.3,Very Good,F,VVS1,61.8,55.0,4.32,4.35,2.68,783
5045,1.03,Very Good,D,SI2,63.7,56.0,6.32,6.39,4.05,4580
4099,0.56,Ideal,D,VS2,62.1,57.0,5.25,5.28,3.27,1963
4045,1.41,Ideal,F,VVS1,61.1,57.0,7.2,7.28,4.42,16545
15112,0.91,Premium,I,SI2,62.0,59.0,6.18,6.23,3.85,2913
13440,1.25,Ideal,E,SI2,62.3,57.0,6.83,6.88,4.27,6670
10130,0.72,Ideal,I,VVS2,61.2,59.0,5.75,5.79,3.53,2452
25427,0.3,Very Good,F,VS2,63.0,55.0,4.28,4.29,2.7,524
4169,1.0,Good,F,SI1,58.1,64.0,6.56,6.6,3.82,4608
15251,0.43,Very Good,G,VS2,59.1,60.0,4.88,4.93,2.9,867
21801,0.32,Good,G,SI1,63.5,56.0,4.35,4.38,2.77,477
4591,0.4,Very Good,I,VS2,61.4,57.6,4.73,4.78,2.92,655
19648,0.33,Ideal,E,VVS1,62.2,55.0,4.42,4.46,2.76,986
6709,0.33,Very Good,I,IF,62.0,58.0,4.44,4.46,2.76,694
26572,0.83,Ideal,H,VS2,61.3,54.0,6.1,6.06,3.73,2975
18163,0.42,Ideal,G,VVS1,60.0,57.0,4.84,4.86,2.91,1179
7596,1.2,Very Good,F,VS2,,55.0,6.75,6.8,4.26,8454
19197,0.56,Ideal,E,VVS2,61.5,57.0,5.27,5.34,3.26,2429
26730,0.4,Good,D,SI2,63.9,53.0,4.68,4.71,3.0,622
5797,0.4,Ideal,H,VVS1,62.0,54.0,4.76,4.72,2.94,1088
4751,0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,1033
7696,1.21,Ideal,E,VS1,61.7,56.0,6.82,6.85,4.22,12111
25207,0.71,Premium,I,SI2,62.1,58.0,5.7,5.67,3.53,1696
14326,0.5,Ideal,D,SI2,62.8,56.0,5.06,5.03,3.17,1243
11820,0.7,Good,D,VVS2,63.3,54.0,5.6,5.64,3.56,3267
9769,1.16,Premium,I,SI1,62.7,57.0,6.76,6.67,4.21,4872
1968,0.5,Ideal,G,VVS2,61.2,56.0,5.13,5.1,3.13,1935
25740,0.35,Very Good,E,SI1,62.7,57.0,4.47,4.52,2.82,614
5512,0.75,Ideal,E,VS1,62.0,55.0,5.88,5.83,3.66,3402
2382,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1384
2168,1.75,Good,D,SI1,63.8,57.0,7.63,7.53,4.84,12918
17354,1.01,Ideal,G,VVS2,60.6,57.0,6.54,6.5,3.95,7167
20965,0.7,Good,I,SI1,63.6,55.0,5.62,5.58,3.56,1995
9788,0.34,Very Good,F,SI1,59.4,62.0,4.54,4.59,2.71,566
23456,0.51,Very Good,E,SI1,60.3,63.0,5.13,5.06,3.07,1340
24403,0.41,Ideal,J,SI2,62.5,54.0,4.78,4.79,2.99,731
722,1.76,Very Good,G,VS1,62.8,55.4,7.7,7.74,4.85,18014
13900,1.71,Ideal,E,SI2,61.9,57.0,7.69,7.65,4.75,11816
16552,0.74,Very Good,E,VS1,63.1,58.0,5.75,5.73,3.62,2849
21199,0.52,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,1689
8994,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,3427
19946,1.01,Good,H,SI1,64.0,58.0,6.37,6.31,4.06,4191
2522,0.76,Very Good,H,SI1,60.9,55.0,5.92,5.94,3.61,2838
15760,0.71,Fair,I,VS1,57.1,57.0,5.87,5.9,3.36,2318
13787,0.7,Good,G,VS1,65.1,58.0,5.56,5.59,3.63,2803
1583,0.3,Ideal,G,VVS1,61.4,56.0,4.34,4.32,2.66,945
1572,0.23,Very Good,G,VS2,62.8,53.0,3.91,3.93,2.46,369
14549,0.9,Good,E,SI1,60.8,65.0,6.31,6.18,3.8,3625
23094,1.01,Premium,G,SI2,59.1,59.0,6.55,6.51,3.86,4242
26478,0.6,Premium,D,VS2,60.9,61.0,5.43,5.4,3.3,1808
21280,1.02,Good,E,VS2,63.2,60.0,6.29,6.34,3.99,6462
13742,0.3,Very Good,H,VS1,62.9,54.0,4.28,4.31,2.7,526
20160,2.0,Premium,H,I1,59.7,62.0,8.19,8.02,4.85,6344
4366,0.9,Ideal,F,SI2,61.9,57.0,6.13,6.18,3.81,4593
11261,0.23,Very Good,E,VVS2,61.1,58.0,3.95,4.01,2.43,465
8764,0.41,Ideal,E,VVS1,61.3,57.0,4.79,4.77,2.93,1431
12127,0.57,Premium,H,SI1,61.6,58.0,5.37,5.34,3.3,1247
17015,1.0,Good,I,SI2,63.9,60.0,6.3,6.26,4.01,3528
23394,0.32,Premium,G,SI2,61.0,59.0,4.42,4.36,2.68,540
21602,0.62,Premium,G,SI1,59.9,58.0,5.56,5.49,3.31,1572
25012,1.01,Very Good,G,VS2,62.9,60.0,6.28,6.35,3.97,5779
9347,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6485
14340,1.07,Ideal,F,SI2,61.2,57.0,6.62,6.59,4.04,4128
15782,0.32,Very Good,F,VS1,62.3,55.0,4.38,4.42,2.74,696
9477,0.41,Ideal,E,VVS2,61.1,56.0,4.8,4.85,2.95,1187
3655,1.01,Very Good,F,VS2,63.6,59.0,6.3,6.34,4.02,6714
18411,0.34,Premium,E,SI1,60.3,57.0,4.56,4.53,2.74,765
244,0.25,Good,D,VVS2,57.5,61.0,4.16,4.19,2.4,548
18702,1.66,Very Good,I,SI1,63.0,57.0,7.45,7.5,4.71,8901
8614,2.0,Very Good,J,VS1,61.0,51.6,8.14,8.18,4.97,13203
8971,0.71,Very Good,G,VS2,63.1,54.0,5.64,5.7,3.58,2574
21954,1.37,Ideal,G,IF,62.3,54.0,7.11,7.15,4.43,13439
23402,0.53,Ideal,E,VS2,62.0,55.0,5.17,5.21,3.22,1607
17964,0.32,Ideal,E,VVS1,61.2,55.0,4.41,4.42,2.7,892
22031,0.71,Premium,G,SI1,62.0,60.0,5.68,5.64,3.51,2388
10864,0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,4309
16780,0.41,Very Good,D,VS2,62.8,58.0,4.73,4.76,2.98,779
14510,0.41,Ideal,I,VVS1,61.8,55.0,4.76,4.79,2.95,863
15982,0.42,Premium,E,SI1,60.0,58.0,4.85,4.89,2.92,722
4769,0.54,Ideal,G,VVS2,61.9,57.0,5.22,5.25,3.24,1981
13512,0.51,Ideal,G,VVS2,62.6,57.0,5.12,5.1,3.2,1974
2547,0.81,Premium,E,SI2,62.5,59.0,5.97,5.9,3.71,2901
17423,0.25,Very Good,E,VVS1,,58.0,4.13,4.14,2.47,575
16510,1.08,Ideal,J,VS2,62.3,56.0,6.6,6.53,4.09,4093
23747,0.58,Very Good,F,VS2,60.7,63.0,5.39,5.36,3.26,1914
15879,0.3,Ideal,I,SI2,62.0,55.0,4.32,4.33,2.68,360
23755,0.3,Very Good,H,SI1,63.3,56.0,4.29,4.27,2.71,554
24252,1.01,Premium,I,I1,59.2,57.0,6.58,6.44,3.85,2017
16090,0.36,Ideal,H,IF,60.6,56.0,4.64,4.66,2.82,980
11259,0.41,Ideal,E,SI2,60.7,57.0,4.81,4.85,2.93,683
18981,0.43,Ideal,F,VVS2,62.2,55.0,4.85,4.83,3.01,1250
9270,1.04,Ideal,H,VS2,61.0,57.0,6.56,6.53,3.99,5189
9629,1.26,Very Good,G,SI1,63.3,58.0,6.88,6.84,4.34,7910
17660,0.72,Very Good,F,SI2,60.4,59.0,5.8,5.83,3.51,2158
19181,1.01,Good,E,VS1,63.6,54.0,6.38,6.32,4.04,7466
13628,1.06,Ideal,G,SI1,62.0,56.0,6.52,6.55,4.05,5159
4934,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5166
3126,0.35,Premium,F,VS2,61.5,59.0,4.53,4.55,2.79,706
2117,0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,2333
12817,0.72,Premium,G,SI2,62.7,57.0,5.74,5.7,3.59,1764
14955,1.01,Premium,F,VS1,60.4,59.0,6.54,6.5,3.94,7409
19772,0.32,Ideal,I,IF,61.4,57.0,4.39,4.44,2.71,655
2803,0.31,Premium,E,SI1,59.3,59.0,4.42,4.48,2.64,544
23888,0.32,Very Good,H,SI1,61.8,56.0,4.38,4.41,2.71,482
9147,0.59,Fair,G,I1,64.6,56.0,5.26,5.2,3.38,903
12424,1.03,Ideal,H,SI1,62.0,56.0,6.44,6.49,4.01,5093
14900,0.91,Good,D,SI1,64.6,58.0,6.02,6.12,3.92,4265
13789,0.72,Very Good,G,VVS2,60.1,60.0,5.79,5.82,3.49,3449
18678,1.02,Premium,E,VS2,60.0,59.0,6.56,6.54,3.93,7311
16076,0.89,Ideal,E,SI2,61.8,56.0,6.15,6.19,3.81,3872
350,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,694
15390,0.35,Very Good,E,VS2,61.9,61.0,4.5,4.54,2.8,716
26285,2.51,Premium,J,SI1,59.6,60.0,8.84,8.79,5.25,17452
14103,1.05,Very Good,D,VS2,62.9,57.0,6.39,6.51,4.06,6373
24652,2.06,Premium,I,VS1,58.4,55.0,8.42,8.35,4.9,15393
20082,2.02,Ideal,G,SI2,62.0,55.0,8.16,8.1,5.04,18296
11136,0.55,Premium,G,VS1,59.4,62.0,5.36,5.32,3.17,1792
19702,1.5,Very Good,E,VS1,59.5,61.0,7.43,7.46,4.43,16988
13723,0.4,Ideal,E,VS2,61.1,56.0,4.77,4.75,2.91,975
19261,1.02,Ideal,G,VVS2,59.2,58.0,6.56,6.62,3.9,8107
11060,1.69,Very Good,E,VS2,,58.0,7.52,7.6,4.74,17803
11203,2.06,Ideal,J,SI2,,55.0,8.23,8.19,5.08,11337
2892,1.16,Premium,H,SI2,61.8,58.0,6.81,6.75,4.19,4872
21001,0.33,Very Good,D,SI2,60.7,56.0,4.43,4.46,2.7,492
1211,0.72,Ideal,E,SI1,61.3,56.0,5.77,5.81,3.55,2731
25097,0.91,Premium,D,SI2,61.2,58.0,6.21,6.25,3.81,3958
19801,0.33,Very Good,F,SI2,63.0,58.0,4.4,4.42,2.78,434
1237,1.08,Premium,F,SI2,60.2,59.0,6.65,6.6,3.99,4488
6846,2.28,Premium,H,SI2,61.9,61.0,8.42,8.32,5.18,16954
1841,1.02,Very Good,E,VS2,62.5,57.0,6.36,6.41,3.99,6816
8692,0.31,Ideal,E,VS2,62.3,57.0,4.35,4.32,2.7,872
4814,1.08,Ideal,G,VVS1,61.6,56.0,6.6,6.65,4.08,8347
18534,0.7,Fair,G,SI1,66.0,53.0,5.53,5.47,3.63,1949
12612,1.52,Premium,D,SI1,58.4,60.0,7.57,7.52,4.41,12342
26694,1.7,Ideal,J,SI1,60.9,57.0,7.73,7.66,4.69,8758
3251,0.57,Ideal,F,VVS2,62.1,56.0,5.31,5.35,3.31,2339
21242,1.0,Premium,G,VS2,61.6,54.0,6.49,6.46,3.99,6216
6257,0.35,Good,F,VS2,57.9,60.0,4.65,4.68,2.7,596
19242,0.91,Ideal,F,SI2,60.3,57.0,6.26,6.34,3.8,3763
14222,0.34,Premium,I,VVS1,62.6,58.0,4.47,4.45,2.79,803
5834,1.01,Good,H,SI1,59.4,60.0,6.49,6.54,3.87,4616
11968,0.37,Ideal,E,VS2,61.9,53.0,4.62,4.65,2.87,811
10297,0.23,Ideal,G,VVS1,60.8,57.0,3.96,3.99,2.41,536
4212,0.43,Premium,G,VS2,61.1,58.0,4.88,4.84,2.97,1113
18428,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1365
4301,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.34,2.69,475
8970,0.56,Ideal,H,IF,60.4,57.0,5.35,5.39,3.24,2157
597,1.3,Ideal,G,VS1,62.4,56.0,7.03,6.95,4.36,6928
2341,1.24,Very Good,I,SI1,60.0,59.0,6.98,7.01,4.2,5584
23915,0.7,Fair,G,I1,68.3,56.0,5.52,5.4,3.73,978
23380,0.58,Premium,F,VS1,61.1,59.0,5.39,5.35,3.28,2668
10539,0.81,Ideal,D,SI1,62.0,56.0,5.97,6.0,3.71,3852
12628,1.2,Premium,F,VVS2,60.5,60.0,6.98,6.87,4.19,10064
9571,0.72,Very Good,E,SI1,63.3,56.0,5.67,5.71,3.6,3183
7456,0.41,Very Good,E,SI1,63.2,56.0,4.74,4.72,2.99,1015
20990,1.12,Premium,H,VS1,59.6,57.0,6.82,6.77,4.05,5055
9298,0.54,Ideal,F,VVS2,61.6,56.0,5.23,5.26,3.23,2231
26771,0.37,Ideal,G,IF,61.4,55.0,4.63,4.66,2.85,1056
6526,0.5,Good,H,VVS2,66.1,58.0,4.87,4.9,3.23,1214
24546,0.41,Good,E,SI1,63.9,58.0,4.7,4.72,3.01,755
8517,0.32,Ideal,D,VS2,61.7,57.0,4.36,4.39,2.7,758
11876,1.5,Very Good,G,VVS1,63.3,58.0,7.19,7.27,4.58,14842
7118,0.59,Premium,H,SI1,61.9,59.0,5.43,5.34,3.33,1265
8286,0.32,Premium,D,SI1,61.5,59.0,4.42,4.39,2.71,756
3033,0.31,Premium,J,VS2,62.5,60.0,4.36,4.31,2.71,488
20172,0.7,Premium,F,SI1,61.3,59.0,5.71,5.74,3.51,2161
14631,0.72,Ideal,F,VS2,61.3,55.0,5.78,5.83,3.56,3495
7809,0.31,Good,F,VS2,63.6,54.0,4.28,4.33,2.74,583
23103,1.01,Very Good,H,VS2,62.0,59.0,6.45,6.48,4.01,5186
26051,0.62,Ideal,D,VVS1,62.2,54.0,5.45,5.48,3.4,3968
15817,0.39,Very Good,F,VVS1,62.7,57.0,4.64,4.68,2.92,1232
20812,1.25,Premium,F,VS2,60.8,58.0,6.98,6.93,4.23,9702
15346,0.41,Ideal,F,VS2,61.4,55.0,4.78,4.83,2.95,863
15204,0.23,Ideal,G,VS1,61.9,54.0,3.93,3.95,2.44,404
2971,1.3,Premium,F,VVS1,59.3,59.0,7.11,7.08,4.22,14068
18355,1.51,Premium,E,SI2,61.1,60.0,7.37,7.27,4.47,9513
17987,0.3,Ideal,D,SI1,61.4,56.0,4.32,4.35,2.66,552
18054,0.26,Very Good,F,SI1,61.3,55.0,4.15,4.21,2.56,401
6546,0.38,Ideal,D,VS1,62.3,54.0,4.64,4.7,2.9,983
18008,0.98,Premium,H,I1,59.6,60.0,6.61,6.48,3.89,2046
13108,0.58,Very Good,D,SI1,60.2,58.0,5.37,5.46,3.26,1785
22771,1.03,Very Good,H,SI1,60.4,60.0,6.41,6.53,3.91,5050
8865,0.39,Very Good,F,VVS2,58.2,62.0,4.77,4.82,2.79,1117
29,0.31,Ideal,H,SI1,61.9,56.0,4.38,4.35,2.7,595
461,1.04,Premium,E,SI2,62.4,57.0,6.51,6.43,4.04,4892
2493,2.01,Very Good,D,SI2,58.3,63.0,8.28,8.25,4.82,12639
12877,0.41,Very Good,G,SI2,63.4,58.0,4.73,4.7,2.99,784
13234,1.07,Ideal,E,SI2,61.5,56.0,6.61,6.58,4.06,5704
9116,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2682
12167,1.13,Very Good,D,VS2,62.9,58.0,6.59,6.63,4.16,8561
11054,0.4,Good,F,SI1,63.6,57.0,4.67,4.7,2.98,737
18511,0.3,Ideal,I,VVS1,,57.0,4.31,4.35,2.68,552
6150,0.3,Premium,H,SI1,62.6,58.0,4.28,4.22,2.66,540
